,比赛日期,主队,比分,客队
5149,2017-01-14 20:30,热刺,4-0,西布罗姆
5150,2017-01-23 00:30,切尔西,2-0,赫尔城
5151,2017-01-22 22:15,阿森纳,2-1,伯恩利
5152,2017-01-22 20:00,南安普顿,3-0,莱切斯特
5153,2017-01-22 01:30,曼城,2-2,热刺
5154,2017-01-21 23:00,水晶宫,0-1,埃弗顿
5155,2017-01-21 23:00,米德尔斯,1-3,西汉姆联
5156,2017-01-21 23:00,伯恩茅斯,2-2,沃特福德
5157,2017-01-21 23:00,斯托克城,1-1,曼联
5158,2017-01-21 23:00,西布罗姆,2-0,桑德兰
5159,2017-01-21 20:30,利物浦,2-3,斯旺西
5160,2017-02-02 04:00,斯托克城,1-1,埃弗顿
5161,2017-02-02 04:00,曼联,0-0,赫尔城
5162,2017-02-02 03:45,西汉姆联,0-4,曼城
5163,2017-02-01 04:00,利物浦,1-1,切尔西
5164,2017-02-01 03:45,伯恩茅斯,0-2,水晶宫
5165,2017-02-01 03:45,斯旺西,2-1,南安普顿
5166,2017-02-01 03:45,桑德兰,0-0,热刺
5167,2017-02-01 03:45,米德尔斯,1-1,西布罗姆
5168,2017-02-01 03:45,伯恩利,1-0,莱切斯特
5169,2017-02-01 03:45,阿森纳,1-2,沃特福德
5170,2017-02-05 23:59,莱切斯特,0-3,曼联
5171,2017-02-05 21:30,曼城,2-1,斯旺西
5172,2017-02-05 01:30,热刺,1-0,米德尔斯
5173,2017-02-04 23:00,沃特福德,2-1,伯恩利
5174,2017-02-04 23:00,南安普顿,1-3,西汉姆联
5175,2017-02-04 23:00,西布罗姆,1-0,斯托克城
5176,2017-02-04 23:00,赫尔城,2-0,利物浦
5177,2017-02-04 23:00,埃弗顿,6-3,伯恩茅斯
5178,2017-02-04 23:00,水晶宫,0-4,桑德兰
5179,2017-02-04 20:30,切尔西,3-1,阿森纳
5180,2017-02-14 04:00,伯恩茅斯,0-2,曼城
5181,2017-02-12 23:59,斯旺西,2-0,莱切斯特
5182,2017-02-12 21:30,伯恩利,1-1,切尔西
5183,2017-02-12 01:30,利物浦,2-0,热刺
5184,2017-02-11 23:00,西汉姆联,2-2,西布罗姆
5185,2017-02-11 23:00,桑德兰,0-4,南安普顿
5186,2017-02-11 23:00,斯托克城,1-0,水晶宫
5187,2017-02-11 23:00,米德尔斯,0-0,埃弗顿
5188,2017-02-11 23:00,曼联,2-0,沃特福德
5189,2017-02-11 20:30,阿森纳,2-0,赫尔城
5190,2017-05-11 02:45,南安普顿,0-2,阿森纳
5191,2017-04-28 03:00,曼城,0-0,曼联
5192,2017-02-28 04:00,莱切斯特,3-1,利物浦
5193,2017-02-26 21:30,热刺,4-0,斯托克城
5194,2017-02-26 01:30,沃特福德,1-1,西汉姆联
5195,2017-02-25 23:00,切尔西,3-1,斯旺西
5196,2017-02-25 23:00,赫尔城,1-1,伯恩利
5197,2017-02-25 23:00,埃弗顿,2-0,桑德兰
5198,2017-02-25 23:00,水晶宫,1-0,米德尔斯
5199,2017-02-25 23:00,西布罗姆,2-1,伯恩茅斯
5200,2017-03-07 04:00,西汉姆联,1-2,切尔西
5201,2017-03-05 23:59,桑德兰,0-2,曼城
5202,2017-03-05 21:30,热刺,3-2,埃弗顿
5203,2017-03-05 01:30,利物浦,3-1,阿森纳
5204,2017-03-04 23:00,西布罗姆,0-2,水晶宫
5205,2017-03-04 23:00,沃特福德,3-4,南安普顿
5206,2017-03-04 23:00,斯旺西,3-2,伯恩利
5207,2017-03-04 23:00,斯托克城,2-0,米德尔斯
5208,2017-03-04 23:00,莱切斯特,3-1,赫尔城
5209,2017-03-04 20:30,曼联,1-1,伯恩茅斯
5210,2017-05-18 02:45,南安普顿,0-0,曼联
5211,2017-05-16 03:00,切尔西,4-3,沃特福德
5212,2017-04-27 03:00,水晶宫,0-1,热刺
5213,2017-04-27 02:45,阿森纳,1-0,莱切斯特
5214,2017-04-27 02:45,米德尔斯,1-0,桑德兰
5215,2017-03-12 23:59,利物浦,2-1,伯恩利
5216,2017-03-11 23:00,赫尔城,2-1,斯旺西
5217,2017-03-11 23:00,伯恩茅斯,3-2,西汉姆联
5218,2017-03-11 23:00,埃弗顿,3-0,西布罗姆
5219,2017-03-09 04:00,曼城,0-0,斯托克城
5220,2017-03-20 00:30,曼城,1-1,利物浦
5221,2017-03-19 22:15,热刺,2-1,南安普顿
5222,2017-03-19 20:00,米德尔斯,1-3,曼联
5223,2017-03-19 01:30,伯恩茅斯,2-0,斯旺西
5224,2017-03-18 23:00,桑德兰,0-0,伯恩利
5225,2017-03-18 23:00,斯托克城,1-2,切尔西
5226,2017-03-18 23:00,埃弗顿,4-0,赫尔城
5227,2017-03-18 23:00,水晶宫,1-0,沃特福德
5228,2017-03-18 23:00,西汉姆联,2-3,莱切斯特
5229,2017-03-18 20:30,西布罗姆,3-1,阿森纳
5230,2017-04-02 23:00,阿森纳,2-2,曼城
5231,2017-04-02 20:30,斯旺西,0-0,米德尔斯
5232,2017-04-02 00:30,南安普顿,0-0,伯恩茅斯
5233,2017-04-01 22:00,曼联,0-0,西布罗姆
5234,2017-04-01 22:00,沃特福德,1-0,桑德兰
5235,2017-04-01 22:00,莱切斯特,2-0,斯托克城
5236,2017-04-01 22:00,赫尔城,2-1,西汉姆联
5237,2017-04-01 22:00,切尔西,1-2,水晶宫
5238,2017-04-01 22:00,伯恩利,0-2,热刺
5239,2017-04-01 19:30,利物浦,3-1,埃弗顿
5240,2017-04-06 03:00,利物浦,2-2,伯恩茅斯
5241,2017-04-06 03:00,切尔西,2-1,曼城
5242,2017-04-06 02:45,南安普顿,3-1,水晶宫
5243,2017-04-06 02:45,阿森纳,3-0,西汉姆联
5244,2017-04-06 02:45,斯旺西,1-3,热刺
5245,2017-04-06 02:45,赫尔城,4-2,米德尔斯
5246,2017-04-05 03:00,曼联,1-1,埃弗顿
5247,2017-04-05 02:45,莱切斯特,2-0,桑德兰
5248,2017-04-05 02:45,伯恩利,1-0,斯托克城
5249,2017-04-05 02:45,沃特福德,2-0,西布罗姆
5250,2017-04-11 03:00,水晶宫,3-0,阿森纳
5251,2017-04-09 23:00,埃弗顿,4-2,莱切斯特
5252,2017-04-09 20:30,桑德兰,0-3,曼联
5253,2017-04-09 00:30,伯恩茅斯,1-3,切尔西
5254,2017-04-08 22:00,西布罗姆,0-1,南安普顿
5255,2017-04-08 22:00,斯托克城,1-2,利物浦
5256,2017-04-08 22:00,米德尔斯,0-0,伯恩利
5257,2017-04-08 22:00,曼城,3-1,赫尔城
5258,2017-04-08 22:00,西汉姆联,1-0,斯旺西
5259,2017-04-08 19:30,热刺,4-0,沃特福德
5260,2017-04-18 03:00,米德尔斯,1-2,阿森纳
5261,2017-04-16 23:00,曼联,2-0,切尔西
5262,2017-04-16 20:30,西布罗姆,0-1,利物浦
5263,2017-04-16 00:30,南安普顿,0-3,曼城
5264,2017-04-15 22:00,沃特福德,1-0,斯旺西
5265,2017-04-15 22:00,桑德兰,2-2,西汉姆联
5266,2017-04-15 22:00,斯托克城,3-1,赫尔城
5267,2017-04-15 22:00,埃弗顿,3-1,伯恩利
5268,2017-04-15 22:00,水晶宫,2-2,莱切斯特
5269,2017-04-15 19:30,热刺,4-0,伯恩茅斯
5270,2017-05-19 02:45,莱切斯特,1-6,热刺
5271,2017-05-17 03:00,曼城,3-1,西布罗姆
5272,2017-05-17 02:45,阿森纳,2-0,桑德兰
5273,2017-04-26 02:45,切尔西,4-2,南安普顿
5274,2017-04-23 23:30,利物浦,1-2,水晶宫
5275,2017-04-23 21:15,伯恩利,0-2,曼联
5276,2017-04-22 22:00,赫尔城,2-0,沃特福德
5277,2017-04-22 22:00,伯恩茅斯,4-0,米德尔斯
5278,2017-04-22 22:00,斯旺西,2-0,斯托克城
5279,2017-04-22 22:00,西汉姆联,0-0,埃弗顿
5280,2017-05-02 03:00,沃特福德,0-1,利物浦
5281,2017-04-30 23:30,热刺,2-0,阿森纳
5282,2017-04-30 21:05,埃弗顿,0-3,切尔西
5283,2017-04-30 21:05,米德尔斯,2-2,曼城
5284,2017-04-30 19:00,曼联,1-1,斯旺西
5285,2017-04-30 00:30,水晶宫,0-2,伯恩利
5286,2017-04-29 22:00,桑德兰,0-1,伯恩茅斯
5287,2017-04-29 22:00,斯托克城,0-0,西汉姆联
5288,2017-04-29 22:00,南安普顿,0-0,赫尔城
5289,2017-04-29 22:00,西布罗姆,0-1,莱切斯特
5290,2017-05-09 03:00,切尔西,3-0,米德尔斯
5291,2017-05-07 23:00,阿森纳,2-0,曼联
5292,2017-05-07 20:30,利物浦,0-0,南安普顿
5293,2017-05-07 00:30,斯旺西,1-0,埃弗顿
5294,2017-05-06 22:00,莱切斯特,3-0,沃特福德
5295,2017-05-06 22:00,赫尔城,0-2,桑德兰
5296,2017-05-06 22:00,伯恩利,2-2,西布罗姆
5297,2017-05-06 22:00,伯恩茅斯,2-2,斯托克城
5298,2017-05-06 19:30,曼城,5-0,水晶宫
5299,2017-05-06 03:00,西汉姆联,1-0,热刺
5300,2017-05-14 23:30,热刺,2-1,曼联
5301,2017-05-14 21:15,西汉姆联,0-4,利物浦
5302,2017-05-14 19:00,水晶宫,4-0,赫尔城
5303,2017-05-14 00:30,斯托克城,1-4,阿森纳
5304,2017-05-13 22:00,米德尔斯,1-2,南安普顿
5305,2017-05-13 22:00,桑德兰,0-2,斯旺西
5306,2017-05-13 22:00,伯恩茅斯,2-1,伯恩利
5307,2017-05-13 19:30,曼城,2-1,莱切斯特
5308,2017-05-13 03:00,西布罗姆,0-1,切尔西
5309,2017-05-13 02:45,埃弗顿,1-0,沃特福德
5310,2017-05-21 22:00,阿森纳,3-1,埃弗顿
5311,2017-05-21 22:00,斯旺西,2-1,西布罗姆
5312,2017-05-21 22:00,南安普顿,0-1,斯托克城
5313,2017-05-21 22:00,曼联,2-0,水晶宫
5314,2017-05-21 22:00,利物浦,3-0,米德尔斯
5315,2017-05-21 22:00,莱切斯特,1-1,伯恩茅斯
5316,2017-05-21 22:00,赫尔城,1-7,热刺
5317,2017-05-21 22:00,切尔西,5-1,桑德兰
5318,2017-05-21 22:00,伯恩利,1-2,西汉姆联
5319,2017-05-21 22:00,沃特福德,0-5,曼城
5320,2017-08-13 23:00,曼联,4-0,西汉姆联
5321,2017-08-13 20:30,纽卡斯尔,0-2,热刺
5322,2017-08-13 00:30,布莱顿,0-2,曼城
5323,2017-08-12 22:00,西布罗姆,1-0,伯恩茅斯
5324,2017-08-12 22:00,切尔西,2-3,伯恩利
5325,2017-08-12 22:00,水晶宫,0-3,哈德菲尔
5326,2017-08-12 22:00,埃弗顿,1-0,斯托克城
5327,2017-08-12 22:00,南安普顿,0-0,斯旺西
5328,2017-08-12 19:30,沃特福德,3-3,利物浦
5329,2017-08-12 02:45,阿森纳,4-3,莱切斯特
5330,2017-08-22 03:00,曼城,1-1,埃弗顿
5331,2017-08-20 23:00,热刺,1-2,切尔西
5332,2017-08-20 20:30,哈德菲尔,1-0,纽卡斯尔
5333,2017-08-20 00:30,斯托克城,1-0,阿森纳
5334,2017-08-19 22:00,伯恩茅斯,0-2,沃特福德
5335,2017-08-19 22:00,利物浦,1-0,水晶宫
5336,2017-08-19 22:00,莱切斯特,2-0,布莱顿
5337,2017-08-19 22:00,伯恩利,0-1,西布罗姆
5338,2017-08-19 22:00,南安普顿,3-2,西汉姆联
5339,2017-08-19 19:30,斯旺西,0-4,曼联
5340,2017-08-27 23:00,热刺,1-1,伯恩利
5341,2017-08-27 23:00,利物浦,4-0,阿森纳
5342,2017-08-27 20:30,切尔西,2-0,埃弗顿
5343,2017-08-27 20:30,西布罗姆,1-1,斯托克城
5344,2017-08-27 00:30,曼联,2-0,莱切斯特
5345,2017-08-26 22:00,纽卡斯尔,3-0,西汉姆联
5346,2017-08-26 22:00,沃特福德,0-0,布莱顿
5347,2017-08-26 22:00,哈德菲尔,0-0,南安普顿
5348,2017-08-26 22:00,水晶宫,0-2,斯旺西
5349,2017-08-26 19:30,伯恩茅斯,1-2,曼城
5350,2017-09-12 03:00,西汉姆联,2-0,哈德菲尔
5351,2017-09-10 23:00,斯旺西,0-1,纽卡斯尔
5352,2017-09-10 20:30,伯恩利,1-0,水晶宫
5353,2017-09-10 00:30,斯托克城,2-2,曼联
5354,2017-09-09 22:00,南安普顿,0-2,沃特福德
5355,2017-09-09 22:00,阿森纳,3-0,伯恩茅斯
5356,2017-09-09 22:00,莱切斯特,1-2,切尔西
5357,2017-09-09 22:00,埃弗顿,0-3,热刺
5358,2017-09-09 22:00,布莱顿,3-1,西布罗姆
5359,2017-09-09 19:30,曼城,5-0,利物浦
5360,2017-09-17 23:00,曼联,4-0,埃弗顿
5361,2017-09-17 20:30,切尔西,0-0,阿森纳
5362,2017-09-17 00:30,热刺,0-0,斯旺西
5363,2017-09-16 22:00,沃特福德,0-6,曼城
5364,2017-09-16 22:00,纽卡斯尔,2-1,斯托克城
5365,2017-09-16 22:00,西布罗姆,0-0,西汉姆联
5366,2017-09-16 22:00,利物浦,1-1,伯恩利
5367,2017-09-16 22:00,哈德菲尔,1-1,莱切斯特
5368,2017-09-16 19:30,水晶宫,0-1,南安普顿
5369,2017-09-16 03:00,伯恩茅斯,2-1,布莱顿
5370,2017-09-26 03:00,阿森纳,2-0,西布罗姆
5371,2017-09-24 23:00,布莱顿,1-0,纽卡斯尔
5372,2017-09-24 00:30,莱切斯特,2-3,利物浦
5373,2017-09-23 22:00,斯旺西,1-2,沃特福德
5374,2017-09-23 22:00,斯托克城,0-4,切尔西
5375,2017-09-23 22:00,南安普顿,0-1,曼联
5376,2017-09-23 22:00,曼城,5-0,水晶宫
5377,2017-09-23 22:00,埃弗顿,2-1,伯恩茅斯
5378,2017-09-23 22:00,伯恩利,0-0,哈德菲尔
5379,2017-09-23 19:30,西汉姆联,2-3,热刺
5380,2017-10-01 23:30,纽卡斯尔,1-1,利物浦
5381,2017-10-01 21:15,埃弗顿,0-1,伯恩利
5382,2017-10-01 19:00,阿森纳,2-0,布莱顿
5383,2017-10-01 00:30,切尔西,0-1,曼城
5384,2017-09-30 22:00,伯恩茅斯,0-0,莱切斯特
5385,2017-09-30 22:00,西布罗姆,2-2,沃特福德
5386,2017-09-30 22:00,斯托克城,2-1,南安普顿
5387,2017-09-30 22:00,曼联,4-0,水晶宫
5388,2017-09-30 22:00,西汉姆联,1-0,斯旺西
5389,2017-09-30 19:30,哈德菲尔,0-4,热刺
5390,2017-10-17 03:00,莱切斯特,1-1,西布罗姆
5391,2017-10-15 23:00,南安普顿,2-2,纽卡斯尔
5392,2017-10-15 20:30,布莱顿,1-1,埃弗顿
5393,2017-10-15 00:30,沃特福德,2-1,阿森纳
5394,2017-10-14 22:00,水晶宫,2-1,切尔西
5395,2017-10-14 22:00,伯恩利,1-1,西汉姆联
5396,2017-10-14 22:00,斯旺西,2-0,哈德菲尔
5397,2017-10-14 22:00,热刺,1-0,伯恩茅斯
5398,2017-10-14 22:00,曼城,7-2,斯托克城
5399,2017-10-14 19:30,利物浦,0-0,曼联
5400,2017-10-22 23:00,热刺,4-1,利物浦
5401,2017-10-22 20:30,埃弗顿,2-5,阿森纳
5402,2017-10-22 00:30,南安普顿,1-0,西布罗姆
5403,2017-10-21 22:00,哈德菲尔,2-1,曼联
5404,2017-10-21 22:00,曼城,3-0,伯恩利
5405,2017-10-21 22:00,纽卡斯尔,1-0,水晶宫
5406,2017-10-21 22:00,斯托克城,1-2,伯恩茅斯
5407,2017-10-21 22:00,斯旺西,1-2,莱切斯特
5408,2017-10-21 19:30,切尔西,4-2,沃特福德
5409,2017-10-21 03:00,西汉姆联,0-3,布莱顿
5410,2017-10-31 04:00,伯恩利,1-0,纽卡斯尔
5411,2017-10-29 23:59,莱切斯特,2-0,埃弗顿
5412,2017-10-29 21:30,布莱顿,1-1,南安普顿
5413,2017-10-29 00:30,伯恩茅斯,0-1,切尔西
5414,2017-10-28 22:00,水晶宫,2-2,西汉姆联
5415,2017-10-28 22:00,阿森纳,2-1,斯旺西
5416,2017-10-28 22:00,利物浦,3-0,哈德菲尔
5417,2017-10-28 22:00,沃特福德,0-1,斯托克城
5418,2017-10-28 22:00,西布罗姆,2-3,曼城
5419,2017-10-28 19:30,曼联,1-0,热刺
5420,2017-11-06 00:30,切尔西,1-0,曼联
5421,2017-11-06 00:30,埃弗顿,3-2,沃特福德
5422,2017-11-05 22:15,曼城,3-1,阿森纳
5423,2017-11-05 20:00,热刺,1-0,水晶宫
5424,2017-11-05 01:30,西汉姆联,1-4,利物浦
5425,2017-11-04 23:00,纽卡斯尔,0-1,伯恩茅斯
5426,2017-11-04 23:00,斯旺西,0-1,布莱顿
5427,2017-11-04 23:00,哈德菲尔,1-0,西布罗姆
5428,2017-11-04 23:00,南安普顿,0-1,伯恩利
5429,2017-11-04 20:30,斯托克城,2-2,莱切斯特
5430,2017-11-21 04:00,布莱顿,2-2,斯托克城
5431,2017-11-19 23:59,沃特福德,2-0,西汉姆联
5432,2017-11-19 01:30,曼联,4-1,纽卡斯尔
5433,2017-11-18 23:00,伯恩茅斯,4-0,哈德菲尔
5434,2017-11-18 23:00,利物浦,3-0,南安普顿
5435,2017-11-18 23:00,莱切斯特,0-2,曼城
5436,2017-11-18 23:00,水晶宫,2-2,埃弗顿
5437,2017-11-18 23:00,伯恩利,2-0,斯旺西
5438,2017-11-18 23:00,西布罗姆,0-4,切尔西
5439,2017-11-18 20:30,阿森纳,2-0,热刺
5440,2017-11-26 23:59,哈德菲尔,1-2,曼城
5441,2017-11-26 22:00,伯恩利,0-1,阿森纳
5442,2017-11-26 21:30,南安普顿,4-1,埃弗顿
5443,2017-11-26 01:30,利物浦,1-1,切尔西
5444,2017-11-25 23:00,热刺,1-1,西布罗姆
5445,2017-11-25 23:00,斯旺西,0-0,伯恩茅斯
5446,2017-11-25 23:00,纽卡斯尔,0-3,沃特福德
5447,2017-11-25 23:00,曼联,1-0,布莱顿
5448,2017-11-25 23:00,水晶宫,2-1,斯托克城
5449,2017-11-25 04:00,西汉姆联,1-1,莱切斯特
5450,2017-11-30 04:00,斯托克城,0-3,利物浦
5451,2017-11-30 04:00,曼城,2-1,南安普顿
5452,2017-11-30 04:00,埃弗顿,4-0,西汉姆联
5453,2017-11-30 03:45,切尔西,1-0,斯旺西
5454,2017-11-30 03:45,伯恩茅斯,1-2,伯恩利
5455,2017-11-30 03:45,阿森纳,5-0,哈德菲尔
5456,2017-11-29 04:00,沃特福德,2-4,曼联
5457,2017-11-29 04:00,西布罗姆,2-2,纽卡斯尔
5458,2017-11-29 03:45,莱切斯特,2-1,热刺
5459,2017-11-29 03:45,布莱顿,0-0,水晶宫
5460,2017-12-03 23:59,曼城,2-1,西汉姆联
5461,2017-12-03 21:30,伯恩茅斯,1-1,南安普顿
5462,2017-12-03 01:30,阿森纳,1-3,曼联
5463,2017-12-02 23:00,沃特福德,1-1,热刺
5464,2017-12-02 23:00,斯托克城,2-1,斯旺西
5465,2017-12-02 23:00,莱切斯特,1-0,伯恩利
5466,2017-12-02 23:00,埃弗顿,2-0,哈德菲尔
5467,2017-12-02 23:00,布莱顿,1-5,利物浦
5468,2017-12-02 23:00,西布罗姆,0-0,水晶宫
5469,2017-12-02 20:30,切尔西,3-1,纽卡斯尔
5470,2017-12-11 00:30,曼联,1-2,曼城
5471,2017-12-10 22:15,利物浦,1-1,埃弗顿
5472,2017-12-10 20:00,南安普顿,1-1,阿森纳
5473,2017-12-10 01:30,纽卡斯尔,2-3,莱切斯特
5474,2017-12-09 23:00,热刺,5-1,斯托克城
5475,2017-12-09 23:00,斯旺西,1-0,西布罗姆
5476,2017-12-09 23:00,伯恩利,1-0,沃特福德
5477,2017-12-09 23:00,哈德菲尔,2-0,布莱顿
5478,2017-12-09 23:00,水晶宫,2-2,伯恩茅斯
5479,2017-12-09 20:30,西汉姆联,1-0,切尔西
5480,2017-12-14 04:00,热刺,2-0,布莱顿
5481,2017-12-14 04:00,利物浦,0-0,西布罗姆
5482,2017-12-14 04:00,曼联,1-0,伯恩茅斯
5483,2017-12-14 04:00,西汉姆联,0-0,阿森纳
5484,2017-12-14 03:45,斯旺西,0-4,曼城
5485,2017-12-14 03:45,纽卡斯尔,0-1,埃弗顿
5486,2017-12-14 03:45,南安普顿,1-4,莱切斯特
5487,2017-12-13 04:00,水晶宫,2-1,沃特福德
5488,2017-12-13 04:00,哈德菲尔,1-3,切尔西
5489,2017-12-13 03:45,伯恩利,1-0,斯托克城
5490,2017-12-19 04:00,埃弗顿,3-1,斯旺西
5491,2017-12-18 00:30,伯恩茅斯,0-4,利物浦
5492,2017-12-17 22:15,西布罗姆,1-2,曼联
5493,2017-12-17 01:30,曼城,4-1,热刺
5494,2017-12-16 23:59,斯托克城,0-3,西汉姆联
5495,2017-12-16 23:00,切尔西,1-0,南安普顿
5496,2017-12-16 23:00,布莱顿,0-0,伯恩利
5497,2017-12-16 23:00,阿森纳,1-0,纽卡斯尔
5498,2017-12-16 23:00,沃特福德,1-4,哈德菲尔
5499,2017-12-16 20:30,莱切斯特,0-3,水晶宫
5500,2017-12-24 03:45,莱切斯特,2-2,曼联
5501,2017-12-24 01:30,伯恩利,0-3,热刺
5502,2017-12-23 23:00,西汉姆联,2-3,纽卡斯尔
5503,2017-12-23 23:00,斯旺西,1-1,水晶宫
5504,2017-12-23 23:00,斯托克城,3-1,西布罗姆
5505,2017-12-23 23:00,南安普顿,1-1,哈德菲尔
5506,2017-12-23 23:00,曼城,4-0,伯恩茅斯
5507,2017-12-23 23:00,布莱顿,1-0,沃特福德
5508,2017-12-23 20:30,埃弗顿,0-0,切尔西
5509,2017-12-23 03:45,阿森纳,3-3,利物浦
5510,2017-12-29 04:00,水晶宫,2-3,阿森纳
5511,2017-12-28 03:45,纽卡斯尔,0-1,曼城
5512,2017-12-27 01:30,利物浦,5-0,斯旺西
5513,2017-12-26 23:00,伯恩茅斯,3-3,西汉姆联
5514,2017-12-26 23:00,沃特福德,2-1,莱切斯特
5515,2017-12-26 23:00,曼联,2-2,伯恩利
5516,2017-12-26 23:00,哈德菲尔,1-1,斯托克城
5517,2017-12-26 23:00,切尔西,2-0,布莱顿
5518,2017-12-26 23:00,西布罗姆,0-0,埃弗顿
5519,2017-12-26 20:30,热刺,5-2,南安普顿
5520,2018-01-05 04:00,热刺,1-1,西汉姆联
5521,2018-01-01 00:30,西布罗姆,1-1,阿森纳
5522,2017-12-31 20:00,水晶宫,0-0,曼城
5523,2017-12-31 01:30,曼联,0-0,南安普顿
5524,2017-12-30 23:00,利物浦,2-1,莱切斯特
5525,2017-12-30 23:00,哈德菲尔,0-0,伯恩利
5526,2017-12-30 23:00,纽卡斯尔,0-0,布莱顿
5527,2017-12-30 23:00,切尔西,5-0,斯托克城
5528,2017-12-30 23:00,沃特福德,1-2,斯旺西
5529,2017-12-30 23:00,伯恩茅斯,2-1,埃弗顿
5530,2018-01-04 03:45,阿森纳,2-2,切尔西
5531,2018-01-03 04:00,曼城,3-1,沃特福德
5532,2018-01-03 03:45,南安普顿,1-2,水晶宫
5533,2018-01-03 03:45,斯旺西,0-2,热刺
5534,2018-01-03 03:45,西汉姆联,2-1,西布罗姆
5535,2018-01-02 01:30,埃弗顿,0-2,曼联
5536,2018-01-01 23:00,伯恩利,1-2,利物浦
5537,2018-01-01 23:00,莱切斯特,3-0,哈德菲尔
5538,2018-01-01 23:00,斯托克城,0-1,纽卡斯尔
5539,2018-01-01 20:30,布莱顿,2-2,伯恩茅斯
5540,2018-01-16 04:00,曼联,3-0,斯托克城
5541,2018-01-14 23:59,利物浦,4-3,曼城
5542,2018-01-14 21:30,伯恩茅斯,2-1,阿森纳
5543,2018-01-14 01:30,热刺,4-0,埃弗顿
5544,2018-01-13 23:00,哈德菲尔,1-4,西汉姆联
5545,2018-01-13 23:00,水晶宫,1-0,伯恩利
5546,2018-01-13 23:00,切尔西,0-0,莱切斯特
5547,2018-01-13 23:00,纽卡斯尔,1-1,斯旺西
5548,2018-01-13 23:00,沃特福德,2-2,南安普顿
5549,2018-01-13 23:00,西布罗姆,2-0,布莱顿
5550,2018-01-23 04:00,斯旺西,1-0,利物浦
5551,2018-01-21 23:59,南安普顿,1-1,热刺
5552,2018-01-21 01:30,曼城,3-1,纽卡斯尔
5553,2018-01-20 23:00,斯托克城,2-0,哈德菲尔
5554,2018-01-20 23:00,阿森纳,4-1,水晶宫
5555,2018-01-20 23:00,莱切斯特,2-0,沃特福德
5556,2018-01-20 23:00,埃弗顿,1-1,西布罗姆
5557,2018-01-20 23:00,伯恩利,0-1,曼联
5558,2018-01-20 23:00,西汉姆联,1-1,伯恩茅斯
5559,2018-01-20 20:30,布莱顿,0-4,切尔西
5560,2018-02-01 04:00,热刺,2-0,曼联
5561,2018-02-01 04:00,斯托克城,0-0,沃特福德
5562,2018-02-01 04:00,曼城,3-0,西布罗姆
5563,2018-02-01 03:45,南安普顿,1-1,布莱顿
5564,2018-02-01 03:45,纽卡斯尔,1-1,伯恩利
5565,2018-02-01 03:45,埃弗顿,2-1,莱切斯特
5566,2018-02-01 03:45,切尔西,0-3,伯恩茅斯
5567,2018-01-31 04:00,哈德菲尔,0-3,利物浦
5568,2018-01-31 03:45,西汉姆联,1-1,水晶宫
5569,2018-01-31 03:45,斯旺西,3-1,阿森纳
5570,2018-02-06 04:00,沃特福德,4-1,切尔西
5571,2018-02-05 00:30,利物浦,2-2,热刺
5572,2018-02-04 22:15,水晶宫,1-1,纽卡斯尔
5573,2018-02-04 01:30,阿森纳,5-1,埃弗顿
5574,2018-02-03 23:00,伯恩茅斯,2-1,斯托克城
5575,2018-02-03 23:00,曼联,2-0,哈德菲尔
5576,2018-02-03 23:00,莱切斯特,1-1,斯旺西
5577,2018-02-03 23:00,布莱顿,3-1,西汉姆联
5578,2018-02-03 23:00,西布罗姆,2-3,南安普顿
5579,2018-02-03 20:30,伯恩利,1-1,曼城
5580,2018-02-13 04:00,切尔西,3-0,西布罗姆
5581,2018-02-12 00:30,南安普顿,0-2,利物浦
5582,2018-02-11 22:15,纽卡斯尔,1-0,曼联
5583,2018-02-11 20:00,哈德菲尔,4-1,伯恩茅斯
5584,2018-02-11 01:30,曼城,5-1,莱切斯特
5585,2018-02-10 23:00,埃弗顿,3-1,水晶宫
5586,2018-02-10 23:00,斯托克城,1-1,布莱顿
5587,2018-02-10 23:00,斯旺西,1-0,伯恩利
5588,2018-02-10 23:00,西汉姆联,2-0,沃特福德
5589,2018-02-10 20:30,热刺,1-0,阿森纳
5590,2018-03-02 03:45,阿森纳,0-3,曼城
5591,2018-02-25 22:05,曼联,2-1,切尔西
5592,2018-02-25 20:00,水晶宫,0-1,热刺
5593,2018-02-25 01:30,沃特福德,1-0,埃弗顿
5594,2018-02-24 23:00,伯恩茅斯,2-2,纽卡斯尔
5595,2018-02-24 23:00,利物浦,4-1,西汉姆联
5596,2018-02-24 23:00,西布罗姆,1-2,哈德菲尔
5597,2018-02-24 23:00,伯恩利,1-1,南安普顿
5598,2018-02-24 23:00,布莱顿,4-1,斯旺西
5599,2018-02-24 20:30,莱切斯特,1-1,斯托克城
5600,2018-03-06 04:00,水晶宫,2-3,曼联
5601,2018-03-04 23:59,曼城,1-0,切尔西
5602,2018-03-04 21:30,布莱顿,2-1,阿森纳
5603,2018-03-04 01:30,利物浦,2-0,纽卡斯尔
5604,2018-03-03 23:00,莱切斯特,1-1,伯恩茅斯
5605,2018-03-03 23:00,南安普顿,0-0,斯托克城
5606,2018-03-03 23:00,斯旺西,4-1,西汉姆联
5607,2018-03-03 23:00,热刺,2-0,哈德菲尔
5608,2018-03-03 23:00,沃特福德,1-0,西布罗姆
5609,2018-03-03 20:30,伯恩利,2-1,埃弗顿
5610,2018-03-13 04:00,斯托克城,0-2,曼城
